date,arrival_time,hour,day_of_week,day_name,month,month_sin,month_cos,is_end_of_month,is_holiday,is_pre_holiday,is_peak_day,is_peak_hour,queue_length_at_arrival,waiting_time_min,service_time_min,total_time_in_system_min,queue_length_lag1,waiting_time_lag1,is_weekend,week_of_month
2025-12-29,2025-12-29 10:01:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,30,79.9,52.3,132.1,18.0,44.8,0,5
2025-12-29,2025-12-29 10:05:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,29,78.2,65.8,144.0,30.0,79.9,0,5
2025-12-29,2025-12-29 10:21:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,30,90.0,58.7,148.7,29.0,78.2,0,5
2025-12-29,2025-12-29 10:26:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,33,84.4,54.1,138.6,30.0,90.0,0,5
2025-12-29,2025-12-29 10:27:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,25,63.4,64.0,127.4,33.0,84.4,0,5
2025-12-29,2025-12-29 10:31:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,31,80.4,57.3,137.7,25.0,63.4,0,5
2025-12-29,2025-12-29 10:41:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,33,83.7,57.1,140.8,31.0,80.4,0,5
2025-12-29,2025-12-29 10:42:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,31,78.6,53.7,132.3,33.0,83.7,0,5
2025-12-29,2025-12-29 10:43:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,35,80.6,54.7,135.3,31.0,78.6,0,5
2025-12-29,2025-12-29 10:48:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,31,71.6,59.9,131.5,35.0,80.6,0,5
2025-12-29,2025-12-29 10:48:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,41,85.4,74.3,159.7,31.0,71.6,0,5
2025-12-29,2025-12-29 10:54:00,10,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,25,82.4,53.2,135.6,41.0,85.4,0,5
2025-12-29,2025-12-29 11:00:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,42,84.9,72.7,157.6,25.0,82.4,0,5
2025-12-29,2025-12-29 11:06:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,31,65.3,73.1,138.4,42.0,84.9,0,5
2025-12-29,2025-12-29 11:08:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,27,60.6,62.7,123.4,31.0,65.3,0,5
2025-12-29,2025-12-29 11:10:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,32,83.8,63.2,147.0,27.0,60.6,0,5
2025-12-29,2025-12-29 11:11:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,33,77.3,53.4,130.6,32.0,83.8,0,5
2025-12-29,2025-12-29 11:18:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,25,75.1,64.3,139.3,33.0,77.3,0,5
2025-12-29,2025-12-29 11:29:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,40,77.3,69.5,146.8,25.0,75.1,0,5
2025-12-29,2025-12-29 11:51:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,40,86.0,69.0,154.9,40.0,77.3,0,5
2025-12-29,2025-12-29 11:54:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,30,71.8,56.0,127.9,40.0,86.0,0,5
2025-12-29,2025-12-29 11:56:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,25,63.9,47.8,111.7,30.0,71.8,0,5
2025-12-29,2025-12-29 11:58:00,11,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,43,74.2,55.5,129.7,25.0,63.9,0,5
2025-12-29,2025-12-29 12:07:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,12,29.4,40.9,70.3,43.0,74.2,0,5
2025-12-29,2025-12-29 12:17:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,24,27.4,34.5,61.8,12.0,29.4,0,5
2025-12-29,2025-12-29 12:32:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,5,22.2,22.3,44.5,24.0,27.4,0,5
2025-12-29,2025-12-29 12:32:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,16,26.5,34.6,61.1,5.0,22.2,0,5
2025-12-29,2025-12-29 12:43:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,16,31.5,47.7,79.2,16.0,26.5,0,5
2025-12-29,2025-12-29 12:47:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,3,23.5,18.2,41.7,16.0,31.5,0,5
2025-12-29,2025-12-29 12:47:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,2,22.4,15.9,38.3,3.0,23.5,0,5
2025-12-29,2025-12-29 12:50:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,13,29.6,37.0,66.6,2.0,22.4,0,5
2025-12-29,2025-12-29 12:58:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,7,24.0,34.6,58.6,13.0,29.6,0,5
2025-12-29,2025-12-29 12:59:00,12,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,2,23.7,26.1,49.8,7.0,24.0,0,5
2025-12-29,2025-12-29 13:00:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,25,48.4,71.7,120.1,2.0,23.7,0,5
2025-12-29,2025-12-29 13:12:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,43,79.0,68.9,147.8,25.0,48.4,0,5
2025-12-29,2025-12-29 13:14:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,25,50.9,69.8,120.7,43.0,79.0,0,5
2025-12-29,2025-12-29 13:17:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,27,62.7,62.1,124.8,25.0,50.9,0,5
2025-12-29,2025-12-29 13:18:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,29,53.8,50.5,104.3,27.0,62.7,0,5
2025-12-29,2025-12-29 13:21:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,44,64.1,46.2,110.3,29.0,53.8,0,5
2025-12-29,2025-12-29 13:22:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,43,58.2,59.0,117.1,44.0,64.1,0,5
2025-12-29,2025-12-29 13:23:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,26,53.5,52.6,106.1,43.0,58.2,0,5
2025-12-29,2025-12-29 13:23:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,28,65.5,68.9,134.5,26.0,53.5,0,5
2025-12-29,2025-12-29 13:31:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,32,61.5,66.8,128.3,28.0,65.5,0,5
2025-12-29,2025-12-29 13:34:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,25,60.2,54.5,114.7,32.0,61.5,0,5
2025-12-29,2025-12-29 13:41:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,25,65.3,49.1,114.4,25.0,60.2,0,5
2025-12-29,2025-12-29 13:53:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,27,53.4,52.7,106.0,25.0,65.3,0,5
2025-12-29,2025-12-29 13:59:00,13,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,28,54.3,70.3,124.5,27.0,53.4,0,5
2025-12-29,2025-12-29 14:00:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,40,79.6,50.5,130.1,28.0,54.3,0,5
2025-12-29,2025-12-29 14:00:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,36,90.0,53.2,143.2,40.0,79.6,0,5
2025-12-29,2025-12-29 14:04:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,36,83.1,62.0,145.1,36.0,90.0,0,5
2025-12-29,2025-12-29 14:15:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,31,68.2,55.4,123.6,36.0,83.1,0,5
2025-12-29,2025-12-29 14:22:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,25,73.8,50.2,124.0,31.0,68.2,0,5
2025-12-29,2025-12-29 14:29:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,29,73.9,71.6,145.5,25.0,73.8,0,5
2025-12-29,2025-12-29 14:31:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,42,90.0,62.2,152.2,29.0,73.9,0,5
2025-12-29,2025-12-29 14:32:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,29,75.8,63.8,139.6,42.0,90.0,0,5
2025-12-29,2025-12-29 14:44:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,31,77.9,64.7,142.6,29.0,75.8,0,5
2025-12-29,2025-12-29 14:44:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,26,61.9,45.8,107.7,31.0,77.9,0,5
2025-12-29,2025-12-29 14:46:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,44,79.7,50.3,130.0,26.0,61.9,0,5
2025-12-29,2025-12-29 14:50:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,38,82.5,47.8,130.2,44.0,79.7,0,5
2025-12-29,2025-12-29 14:51:00,14,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,25,71.8,61.2,133.0,38.0,82.5,0,5
2025-12-29,2025-12-29 15:06:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,44,85.5,62.2,147.7,25.0,71.8,0,5
2025-12-29,2025-12-29 15:08:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,27,64.4,57.4,121.8,44.0,85.5,0,5
2025-12-29,2025-12-29 15:16:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,34,68.6,45.7,114.3,27.0,64.4,0,5
2025-12-29,2025-12-29 15:17:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,29,59.6,52.2,111.8,34.0,68.6,0,5
2025-12-29,2025-12-29 15:28:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,28,53.6,50.3,103.9,29.0,59.6,0,5
2025-12-29,2025-12-29 15:30:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,42,64.1,65.5,129.6,28.0,53.6,0,5
2025-12-29,2025-12-29 15:33:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,42,66.6,63.9,130.5,42.0,64.1,0,5
2025-12-29,2025-12-29 15:46:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,36,55.7,54.9,110.5,42.0,66.6,0,5
2025-12-29,2025-12-29 15:48:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,37,72.4,71.9,144.3,36.0,55.7,0,5
2025-12-29,2025-12-29 15:48:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,43,67.4,47.7,115.1,37.0,72.4,0,5
2025-12-29,2025-12-29 15:54:00,15,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,1,33,74.0,56.3,130.4,43.0,67.4,0,5
2025-12-29,2025-12-29 16:01:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,14,29.0,41.6,70.6,33.0,74.0,0,5
2025-12-29,2025-12-29 16:02:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,25,34.9,31.1,66.0,14.0,29.0,0,5
2025-12-29,2025-12-29 16:08:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,24,41.6,46.8,88.4,25.0,34.9,0,5
2025-12-29,2025-12-29 16:20:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,20,40.8,32.3,73.1,24.0,41.6,0,5
2025-12-29,2025-12-29 16:34:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,13,38.7,49.4,88.0,20.0,40.8,0,5
2025-12-29,2025-12-29 16:43:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,21,36.8,36.6,73.5,13.0,38.7,0,5
2025-12-29,2025-12-29 16:44:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,26,39.0,48.2,87.1,21.0,36.8,0,5
2025-12-29,2025-12-29 16:44:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,26,40.7,39.6,80.4,26.0,39.0,0,5
2025-12-29,2025-12-29 16:45:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,13,35.0,47.8,82.9,26.0,40.7,0,5
2025-12-29,2025-12-29 16:52:00,16,0,Monday,12,-0.5000000000000004,0.8660254037844384,1,0,1,1,0,26,35.8,31.1,67.0,13.0,35.0,0,5
2025-12-30,2025-12-30 08:07:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,2,12.9,28.6,41.5,3.0,10.0,0,5
2025-12-30,2025-12-30 08:07:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,6,12.9,20.5,33.5,2.0,12.9,0,5
2025-12-30,2025-12-30 08:08:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,4,14.1,31.5,45.6,6.0,12.9,0,5
2025-12-30,2025-12-30 08:17:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,10,14.1,23.4,37.4,4.0,14.1,0,5
2025-12-30,2025-12-30 08:20:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,4,15.2,28.9,44.1,10.0,14.1,0,5
2025-12-30,2025-12-30 08:27:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,2,15.9,16.7,32.6,4.0,15.2,0,5
2025-12-30,2025-12-30 08:27:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,3,14.6,20.3,34.9,2.0,15.9,0,5
2025-12-30,2025-12-30 08:32:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,6,14.0,15.9,29.9,3.0,14.6,0,5
2025-12-30,2025-12-30 08:36:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,7,17.5,15.6,33.2,6.0,14.0,0,5
2025-12-30,2025-12-30 08:53:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,11,14.3,34.0,48.3,7.0,17.5,0,5
2025-12-30,2025-12-30 08:56:00,8,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,2,14.6,27.6,42.2,11.0,14.3,0,5
2025-12-30,2025-12-30 09:00:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,22,37.5,41.9,79.4,2.0,14.6,0,5
2025-12-30,2025-12-30 09:02:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,17,35.6,49.4,85.0,22.0,37.5,0,5
2025-12-30,2025-12-30 09:03:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,27,34.8,30.9,65.8,17.0,35.6,0,5
2025-12-30,2025-12-30 09:20:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,14,31.1,35.5,66.6,27.0,34.8,0,5
2025-12-30,2025-12-30 09:22:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,21,40.1,37.6,77.7,14.0,31.1,0,5
2025-12-30,2025-12-30 09:22:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,13,36.8,46.1,82.9,21.0,40.1,0,5
2025-12-30,2025-12-30 09:24:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,24,43.0,31.3,74.3,13.0,36.8,0,5
2025-12-30,2025-12-30 09:27:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,17,39.6,48.3,87.9,24.0,43.0,0,5
2025-12-30,2025-12-30 09:29:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,27,40.4,39.6,80.0,17.0,39.6,0,5
2025-12-30,2025-12-30 09:30:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,13,30.5,39.5,70.0,27.0,40.4,0,5
2025-12-30,2025-12-30 09:38:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,17,27.6,42.2,69.7,13.0,30.5,0,5
2025-12-30,2025-12-30 09:40:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,27,34.6,31.5,66.1,17.0,27.6,0,5
2025-12-30,2025-12-30 09:49:00,9,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,19,32.6,37.5,70.1,27.0,34.6,0,5
2025-12-30,2025-12-30 10:02:00,10,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,42,57.8,63.1,120.8,19.0,32.6,0,5
2025-12-30,2025-12-30 10:09:00,10,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,16,41.1,49.6,90.7,42.0,57.8,0,5
2025-12-30,2025-12-30 10:29:00,10,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,13,38.9,37.0,75.8,16.0,41.1,0,5
2025-12-30,2025-12-30 10:37:00,10,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,25,46.3,63.7,109.9,13.0,38.9,0,5
2025-12-30,2025-12-30 10:50:00,10,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,34,53.4,72.8,126.2,25.0,46.3,0,5
2025-12-30,2025-12-30 10:50:00,10,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,27,45.2,49.6,94.8,34.0,53.4,0,5
2025-12-30,2025-12-30 10:50:00,10,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,23,35.3,37.0,72.2,27.0,45.2,0,5
2025-12-30,2025-12-30 10:52:00,10,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,22,38.9,34.8,73.7,23.0,35.3,0,5
2025-12-30,2025-12-30 10:53:00,10,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,15,41.1,36.9,78.0,22.0,38.9,0,5
2025-12-30,2025-12-30 11:02:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,15,36.1,40.7,76.8,15.0,41.1,0,5
2025-12-30,2025-12-30 11:13:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,19,35.5,44.4,79.9,15.0,36.1,0,5
2025-12-30,2025-12-30 11:20:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,23,37.3,34.1,71.4,19.0,35.5,0,5
2025-12-30,2025-12-30 11:22:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,24,37.3,47.3,84.6,23.0,37.3,0,5
2025-12-30,2025-12-30 11:25:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,18,28.6,43.7,72.4,24.0,37.3,0,5
2025-12-30,2025-12-30 11:27:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,18,28.8,31.8,60.6,18.0,28.6,0,5
2025-12-30,2025-12-30 11:33:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,22,31.3,30.8,62.1,18.0,28.8,0,5
2025-12-30,2025-12-30 11:33:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,23,37.7,32.6,70.3,22.0,31.3,0,5
2025-12-30,2025-12-30 11:34:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,26,32.6,48.5,81.0,23.0,37.7,0,5
2025-12-30,2025-12-30 11:37:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,20,34.3,44.7,79.0,26.0,32.6,0,5
2025-12-30,2025-12-30 11:43:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,20,31.7,43.6,75.3,20.0,34.3,0,5
2025-12-30,2025-12-30 11:47:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,12,29.0,31.7,60.7,20.0,31.7,0,5
2025-12-30,2025-12-30 11:56:00,11,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,1,19,35.9,47.5,83.3,12.0,29.0,0,5
2025-12-30,2025-12-30 12:07:00,12,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,6,18.8,18.7,37.5,19.0,35.9,0,5
2025-12-30,2025-12-30 12:20:00,12,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,5,15.4,32.0,47.5,6.0,18.8,0,5
2025-12-30,2025-12-30 12:27:00,12,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,7,18.6,20.2,38.8,5.0,15.4,0,5
2025-12-30,2025-12-30 12:29:00,12,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,8,17.2,16.0,33.3,7.0,18.6,0,5
2025-12-30,2025-12-30 12:30:00,12,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,7,18.8,23.0,41.8,8.0,17.2,0,5
2025-12-30,2025-12-30 12:36:00,12,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,3,17.6,19.9,37.5,7.0,18.8,0,5
2025-12-30,2025-12-30 12:55:00,12,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,3,20.1,26.1,46.3,3.0,17.6,0,5
2025-12-30,2025-12-30 12:58:00,12,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,2,20.9,15.2,36.1,3.0,20.1,0,5
2025-12-30,2025-12-30 13:00:00,13,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,16,27.8,40.1,67.9,2.0,20.9,0,5
2025-12-30,2025-12-30 13:01:00,13,1,Tuesday,12,-0.5000000000000004,0.8660254037844384,1,1,1,0,0,10,23.0,30.2,53.2,16.0,27.8,0,5
